Ship Name,Origin,Declared Destination,Year,Captain,Cargo,Origin Lat,Origin Lon,Dest Lat,Dest Lon
Deborah,Windsor,Boston,1803,Baker,,42.2858536,-82.9780695,42.3554334,-71.060511
Sally and Lois,Yarmouth,Boston,1803,Byrne,,52.6071742,1.7314845,42.3554334,-71.060511
Two Sisters,Yarmouth,Boston,1803,Perry,,52.6071742,1.7314845,42.3554334,-71.060511
Almira,Richmond,Boston,1803,Mann,,37.5385087,-77.43428,42.3554334,-71.060511
Hawk,Philadelphia,Boston,1803,Starbuck,,39.9527237,-75.1635262,42.3554334,-71.060511
Hunter,New Bedford,Boston,1803,Howards,,41.6362152,-70.934205,42.3554334,-71.060511
Warrington,Boston,Liverpool,1803,Turner,,42.3554334,-71.060511,53.4071991,-2.99168
Amazon,Boston,Havana,1803,Bareono,,42.3554334,-71.060511,23.135305,-82.3589631
Little-John,Boston,West-Indies,1803,Barker,,42.3554334,-71.060511,18.4,-75.0
Industry,Guadaloupe,Salem,1803,Cook,,26.9095819,-101.4333638,42.5195292,-70.8967226
Rover,St. Thomas,Newbern,1803,Hardy,,18.3429081,-64.9188997,36.1801885,-75.863769
Essequibo Packet,Guadaloupe,Newbern,1803,Doliver,,26.9095819,-101.4333638,36.1801885,-75.863769
William,St. Croix,New York,1803,Thompson,,17.729124,-64.7589156,40.7127281,-74.0060152
Nancy,New Bedford,New York,1803,Delano,,41.6362152,-70.934205,40.7127281,-74.0060152
Jane,Wilmington,Portland,1803,York,,39.7459468,-75.546589,43.6573605,-70.2586618
Sophia,Cape Francoise,Baltimore,1803,,,19.7595236,-72.2008068,39.2908816,-76.610759
Industry,Martinico,Boston,1803,Crowell,,46.1244198,9.2770489,42.3554334,-71.060511
Favourite,Baltimore,Boston,1803,Cu[…]ey,,39.2908816,-76.610759,42.3554334,-71.060511
Sea Flower,Charleston,Boston,1803,Cottle,,32.7884363,-79.9399309,42.3554334,-71.060511
Yankee,New York,Boston,1803,Chapman,,40.7127281,-74.0060152,42.3554334,-71.060511
President Packet,New York,Boston,1803,Lincoln,,40.7127281,-74.0060152,42.3554334,-71.060511
Pallas,Boston,West-Indies,1803,Merchant,,42.3554334,-71.060511,18.4,-75.0
Sally,Boston,St. Johns,1803,Johnson,,42.3554334,-71.060511,56.6922843,-60.9373185
Sally,Boston,West-Indies,1803,Harris,,42.3554334,-71.060511,18.4,-75.0
James,Boston,Halifax,1803,Fanning,,42.3554334,-71.060511,44.648618,-63.5859487
Jane,Boston,Lisbon,1803,Lumbard,,42.3554334,-71.060511,38.7077507,-9.1365919
Thomas,Boston,West-Indies,1803,C[…]aes,,42.3554334,-71.060511,18.4,-75.0
Fanny,Boston,St. Johns,1803,Leavitt,,42.3554334,-71.060511,56.6922843,-60.9373185
Martha Washington,St. Croix,New York,1803,Ferrell,,17.729124,-64.7589156,40.7127281,-74.0060152
Rambler,Guadaloupe,New York,1803,Jefferson,,26.9095819,-101.4333638,40.7127281,-74.0060152
Weazle,Halifax,New York,1803,Harnes,,44.648618,-63.5859487,40.7127281,-74.0060152
Sally,Jamaica,New York,1803,Williams,,18.1850507,-77.3947693,40.7127281,-74.0060152
Mediterranean,St. Johns,New York,1803,Wood,,56.6922843,-60.9373185,40.7127281,-74.0060152
Swallow,Windsor,New York,1803,Clo[…],,42.2858536,-82.9780695,40.7127281,-74.0060152
Ranger,Boston,Philadelphia,1803,Lincoln,,42.3554334,-71.060511,39.9527237,-75.1635262
Traveller,Amsterdam,Philadelphia,1803,,,52.3730796,4.8924534,39.9527237,-75.1635262
Eagle,Barbadoes,Wilmington,1803,Miller,,13.1500331,-59.5250305,39.7459468,-75.546589
President,Demerara,Alexandria,1803,Black,,5.6294891,-58.3937764,31.1991806,29.8951716
Rebecca,Portsmouth,Alexandria,1803,M' Clintock,,50.800031,-1.0906023,31.1991806,29.8951716
Victory,St. Thomas,Alexandria,1803,Silvester,,18.3429081,-64.9188997,31.1991806,29.8951716
Diana,Alexandria,Guadaloupe,1803,Lewis,,31.1991806,29.8951716,26.9095819,-101.4333638
Betsey,Alexandria,Barbadoes,1803,M' Kenzie,,31.1991806,29.8951716,13.1500331,-59.5250305
Increase,Alexandria,Boston,1803,Hali,,31.1991806,29.8951716,42.3554334,-71.060511
Aurora,Salem,Savannah,1803,Putnam,,42.5195292,-70.8967226,32.0790074,-81.0921335
Sally,Havana,Savannah,1803,Tatem,,23.135305,-82.3589631,32.0790074,-81.0921335
Pilgrim,Yarmouth,Boston,1803,Parry,,52.6071742,1.7314845,42.3554334,-71.060511
Betsey,Windsor,Boston,1803,Perry,,42.2858536,-82.9780695,42.3554334,-71.060511
Union,Windsor,Boston,1803,Gould,,42.2858536,-82.9780695,42.3554334,-71.060511
William,Martinique,Boston,1803,Pi[…]bury,250 bbls. rye flour; 1000 bushels yellow southern corn,14.6113732,-60.9620777,42.3554334,-71.060511
Mary and Elixa,St. Thomas,Boston,1803,Pratt,,18.3429081,-64.9188997,42.3554334,-71.060511
Two Brothers,Windsor,Boston,1803,Clements,,42.2858536,-82.9780695,42.3554334,-71.060511
Hero,New York,Boston,1803,Sampson,,40.7127281,-74.0060152,42.3554334,-71.060511
Rising Sun,Norfolk,Boston,1803,Howes,,36.8493695,-76.2899539,42.3554334,-71.060511
Four Sisters,Boston,Tobago,1803,Whi[…],,42.3554334,-71.060511,11.2404615,-60.672006
Peace,Boston,Havana,1803,Delgardo,,42.3554334,-71.060511,23.135305,-82.3589631
Neptune,Boston,Havana,1803,Callesa,,42.3554334,-71.060511,23.135305,-82.3589631
John,Havana,Salem,1803,Harris,,23.135305,-82.3589631,42.5195292,-70.8967226
Roborens,Havana,Salem,1803,Darling,,23.135305,-82.3589631,42.5195292,-70.8967226
Charming Nancy,Lisbon,Gloucester,1803,Woodbury,,38.7077507,-9.1365919,51.8653705,-2.2458192
Betsey,Halifax,New York,1803,Kelley,,44.648618,-63.5859487,40.7127281,-74.0060152
Charlotte,Halifax,New York,1803,Augusta,,44.648618,-63.5859487,40.7127281,-74.0060152
Orange,Guadaloupe,Philadelphia,1803,Henry,,26.9095819,-101.4333638,39.9527237,-75.1635262
Venus,Havana,Baltimore,1803,,,23.135305,-82.3589631,39.2908816,-76.610759
[…]melinda,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Norfolk,Charleston,Madeira,1803,,,32.7884363,-79.9399309,32.7517501,-16.9817487
Mayflower,Charleston,Cape Francoise,1803,,,32.7884363,-79.9399309,19.7595236,-72.2008068
Volant,Charleston,Liverpool,1803,,,32.7884363,-79.9399309,53.4071991,-2.99168
Delight,Charleston,St. Thomas,1803,,,32.7884363,-79.9399309,18.3429081,-64.9188997
Maria,Barbadoes,Newbern,1803,Hunt,,13.1500331,-59.5250305,36.1801885,-75.863769
La Fortune,St. Thomas,Newbern,1803,Stoeum,,18.3429081,-64.9188997,36.1801885,-75.863769
Little Frank,Trinidad,Newbern,1803,,,10.4430243,-61.2613054,36.1801885,-75.863769
Atlantic,Jamaica,Savannah,1803,Walker,,18.1850507,-77.3947693,32.0790074,-81.0921335
Favorites,St. Croix,Boston,1803,Twicross,,17.729124,-64.7589156,42.3554334,-71.060511
Nautilus,St. Croix,Boston,1803,French,,17.729124,-64.7589156,42.3554334,-71.060511
Fame,Bourdeaux,Boston,1803,Avery,,44.5867879,5.1342966,42.3554334,-71.060511
Two Pollys,Boston,Liverpool,1803,Mc' Langhton,,42.3554334,-71.060511,53.4071991,-2.99168
Hiram,Boston,West-Indies,1803,Chase,,42.3554334,-71.060511,18.4,-75.0
Betsey,Boston,Yarmouth,1803,Perry,,42.3554334,-71.060511,52.6071742,1.7314845
Snake,Boston,St. Johns,1803,Cochran,,42.3554334,-71.060511,56.6922843,-60.9373185
Orion,St. Thomas,New Haven,1803,Lines,,18.3429081,-64.9188997,41.3082138,-72.9250518
Almira,New Haven,West-Indies,1803,Smith,,41.3082138,-72.9250518,18.4,-75.0
Juno,New Haven,West-Indies,1803,Griffing,,41.3082138,-72.9250518,18.4,-75.0
Joseph,Martinique,New York,1803,,,14.6113732,-60.9620777,40.7127281,-74.0060152
Franklin,Boston,New York,1803,Hallet,,42.3554334,-71.060511,40.7127281,-74.0060152
Eagle,Wilmington,Barbadoes,1803,Miller,,39.7459468,-75.546589,13.1500331,-59.5250305
Mercury,Wilmington,Barbadoes,1803,Teel,,39.7459468,-75.546589,13.1500331,-59.5250305
Bachus,Rotterdam,Baltimore,1803,Davy,,51.9244424,4.47775,39.2908816,-76.610759
Redress,Rotterdam,Baltimore,1803,Nants,,51.9244424,4.47775,39.2908816,-76.610759
Two Brothers,Martinique,Baltimore,1803,Belt,,14.6113732,-60.9620777,39.2908816,-76.610759
Six Sisters,Liverpool,Baltimore,1803,Goteu,,53.4071991,-2.99168,39.2908816,-76.610759
Catharine,Baltimore,Martinique,1803,Cheever,,39.2908816,-76.610759,14.6113732,-60.9620777
Charlotte,Baltimore,Trinidad,1803,Alverson,,39.2908816,-76.610759,10.4430243,-61.2613054
Anna Margaret,St. Thomas,Charleston,1803,Jones,,18.3429081,-64.9188997,32.7884363,-79.9399309
Eleanor,Boston,Savannah,1803,,,42.3554334,-71.060511,32.0790074,-81.0921335
Rusus,Savannah,Liverpool,1803,,,32.0790074,-81.0921335,53.4071991,-2.99168
Unanimil,Cadiz,Boston,1803,Hastings,,36.5297438,-6.2928976,42.3554334,-71.060511
Hope,Liverpool,Boston,1803,Ripley,salt,53.4071991,-2.99168,42.3554334,-71.060511
Swan,Halifax,Boston,1803,Myres,fish,44.648618,-63.5859487,42.3554334,-71.060511
Orange,Windsor,Boston,1803,Hodge,plaister,42.2858536,-82.9780695,42.3554334,-71.060511
Libra,Havana,Boston,1803,Perkins,150 hhds. molasses,23.135305,-82.3589631,42.3554334,-71.060511
Rebecca,Boston,Amsterdam,1803,Pollansbee,,42.3554334,-71.060511,52.3730796,4.8924534
Lucy,Boston,Amsterdam,1803,Johnson,,42.3554334,-71.060511,52.3730796,4.8924534
Two Brothers,Boston,West-Indies,1803,Stoddard,,42.3554334,-71.060511,18.4,-75.0
Pilgrim,Boston,Yarmouth,1803,Perry,,42.3554334,-71.060511,52.6071742,1.7314845
Two Sisters,Boston,Yarmouth,1803,Parry,,42.3554334,-71.060511,52.6071742,1.7314845
Two Brothers,Boston,Yarmouth,1803,Clements,,42.3554334,-71.060511,52.6071742,1.7314845
Sally and Lois,Boston,Yarmouth,1803,Byrn,,42.3554334,-71.060511,52.6071742,1.7314845
Quaker,Boston,St. Johns,1803,Rice,,42.3554334,-71.060511,56.6922843,-60.9373185
Lydia,Boston,West-Indies,1803,Smith,,42.3554334,-71.060511,18.4,-75.0
Federalist,Cadiz,Plymouth,1803,Bartlett,,36.5297438,-6.2928976,50.3714122,-4.1424451
James,Liverpool,Boston,1803,Parsons,400 hhds. coarse Liverpool salt; 50 bags best blown salt; 9 tons coals; crates,53.4071991,-2.99168,42.3554334,-71.060511
Mary,St. Johns,Boston,1803,Lovett,plaister,56.6922843,-60.9373185,42.3554334,-71.060511
Laura,Trinidad,Boston,1803,Tresethen,50 hhds. first quality Trindard sugars; 4 puncheons rum; 2 hhds. molasses,10.4430243,-61.2613054,42.3554334,-71.060511
Sally,St. Johns,Boston,1803,Johnson,plaister,56.6922843,-60.9373185,42.3554334,-71.060511
Fair Trader,Lisbon,Boston,1803,Doggett,400 hhds. Lisbon salt,38.7077507,-9.1365919,42.3554334,-71.060511
Hannah,Philadelphia,Boston,1803,Sturdivant,,39.9527237,-75.1635262,42.3554334,-71.060511
Deborah,New York,Boston,1803,,,40.7127281,-74.0060152,42.3554334,-71.060511
Deborah,Portsmouth,Boston,1803,Tirell,,50.800031,-1.0906023,42.3554334,-71.060511
White-Oak,Boston,West-Indies,1803,Sigourney,,42.3554334,-71.060511,18.4,-75.0
William,Boston,West-Indies,1803,Newhall,,42.3554334,-71.060511,18.4,-75.0
Union,Boston,Windsor,1803,Goold,,42.3554334,-71.060511,42.2858536,-82.9780695
Margery,Boston,Halifax,1803,Rider,,42.3554334,-71.060511,44.648618,-63.5859487
Orange,Boston,Windsor,1803,Hobbs,,42.3554334,-71.060511,42.2858536,-82.9780695
William and Charles,Boston,West-Indies,1803,Soul,,42.3554334,-71.060511,18.4,-75.0
Swanwick,Lisbon,Wilmington,1803,Hamilton,,38.7077507,-9.1365919,39.7459468,-75.546589
Eliza,Wilmington,Martinique,1803,Davidson,,39.7459468,-75.546589,14.6113732,-60.9620777
Americans,St. Croix,Philadelphia,1803,,,17.729124,-64.7589156,39.9527237,-75.1635262
Bourdeax Packet,Philadelphia,Bourdeaux,1803,Jacobs,,39.9527237,-75.1635262,44.5867879,5.1342966
Shepherdess,Boston,Charleston,1803,Swift,,42.3554334,-71.060511,32.7884363,-79.9399309
Julian,Trinidad,Charleston,1803,Jenkins,,10.4430243,-61.2613054,32.7884363,-79.9399309
Susannal,Greenock,Charleston,1803,Walker,,55.9473423,-4.7564721,32.7884363,-79.9399309
Gen. Walterstoff,Charleston,St. Thomas,1803,Jones,,32.7884363,-79.9399309,18.3429081,-64.9188997
Betsey,Liverpool,Boston,1803,Joy,500 hhds. blown salt; a few crates of ware; a quantity of sea coals,53.4071991,-2.99168,42.3554334,-71.060511
Rover,Martinico,Boston,1803,Hayt,molasses,46.1244198,9.2770489,42.3554334,-71.060511
Levant,Savannah,Boston,1803,Davidson,,32.0790074,-81.0921335,42.3554334,-71.060511
Sally,Boston,Rotterdam,1803,Benuet,,42.3554334,-71.060511,51.9244424,4.47775
New-Haven,New Haven,Trinidad,1803,Benham,,41.3082138,-72.9250518,10.4430243,-61.2613054
Galen,New Haven,Martinique,1803,Clarke,,41.3082138,-72.9250518,14.6113732,-60.9620777
Harriot,New Haven,New Haven,1803,Forbes,,41.3082138,-72.9250518,41.3082138,-72.9250518
William,New Haven,New Haven,1803,Peck,,41.3082138,-72.9250518,41.3082138,-72.9250518
Sally,New Haven,New Haven,1803,Beard,,41.3082138,-72.9250518,41.3082138,-72.9250518
Mercury,New Haven,West-Indies,1803,Harrison,,41.3082138,-72.9250518,18.4,-75.0
Volunteer,Boston,Philadelphia,1803,Bosworth,,42.3554334,-71.060511,39.9527237,-75.1635262
Eliza and Sarah,Philadelphia,Philadelphia,1803,Whitehead,,39.9527237,-75.1635262,39.9527237,-75.1635262
Lark,Philadelphia,St. Thomas,1803,Brown,,39.9527237,-75.1635262,18.3429081,-64.9188997
Ruby,St. Thomas,Baltimore,1803,Sorenson,,18.3429081,-64.9188997,39.2908816,-76.610759
Edward,Guadaloupe,Baltimore,1803,Nowell,,26.9095819,-101.4333638,39.2908816,-76.610759
La Pourroyeuse,Cape Francoise,Baltimore,1803,Volance,,19.7595236,-72.2008068,39.2908816,-76.610759
Eliza,Barbadoes,Baltimore,1803,Fergulon,,13.1500331,-59.5250305,39.2908816,-76.610759
George,Baltimore,Boston,1803,Worth,,39.2908816,-76.610759,42.3554334,-71.060511
Gladiator,Newbern,Boston,1803,Holbrook,,36.1801885,-75.863769,42.3554334,-71.060511
Commerce,Cadiz,Charleston,1803,O' Driscol,,36.5297438,-6.2928976,32.7884363,-79.9399309
Beaver,Savannah,Greenock,1803,Stephenson,,32.0790074,-81.0921335,55.9473423,-4.7564721
Polly,Liverpool,Boston,1803,Willison,600 hhds. coarse Liverpool salt,53.4071991,-2.99168,42.3554334,-71.060511
Vulture,Guadaloupe,Boston,1803,Hammond,,26.9095819,-101.4333638,42.3554334,-71.060511
Hannah,Guadaloupe,Boston,1803,Tyler,,26.9095819,-101.4333638,42.3554334,-71.060511
Arenah,Norfolk,Boston,1803,Haskell,,36.8493695,-76.2899539,42.3554334,-71.060511
Lydia,Salem,Boston,1803,Purbeck,,42.5195292,-70.8967226,42.3554334,-71.060511
Hero,Baltimore,Boston,1803,Brayton,,39.2908816,-76.610759,42.3554334,-71.060511
Two Sisters,Boston,Barbadoes,1803,Bruce,,42.3554334,-71.060511,13.1500331,-59.5250305
Mary,Boston,St. Johns,1803,Lovett,,42.3554334,-71.060511,56.6922843,-60.9373185
Mary,Boston,West-Indies,1803,Keese,,42.3554334,-71.060511,18.4,-75.0
Sally,Boston,St. Johns,1803,Johnson,,42.3554334,-71.060511,56.6922843,-60.9373185
Harriet,Boston,West-Indies,1803,Marshall,,42.3554334,-71.060511,18.4,-75.0
Favourite,Boston,St. Croix,1803,Curtis,,42.3554334,-71.060511,17.729124,-64.7589156
Success,Boston,Windsor,1803,Ross,,42.3554334,-71.060511,42.2858536,-82.9780695
Industry,Boston,Windsor,1803,Cook,,42.3554334,-71.060511,42.2858536,-82.9780695
Polly,Boston,St. Johns,1803,Farris,,42.3554334,-71.060511,56.6922843,-60.9373185
Independence,Guadaloupe,New York,1803,Scott,,26.9095819,-101.4333638,40.7127281,-74.0060152
President,Madeira,New York,1803,Paddock,,32.7517501,-16.9817487,40.7127281,-74.0060152
Favorite,St. Thomas,New York,1803,Foster,,18.3429081,-64.9188997,40.7127281,-74.0060152
Retrieve,Portland,New York,1803,Greely,,43.6573605,-70.2586618,40.7127281,-74.0060152
Victory,Cape Francoise,New York,1803,Morel,,19.7595236,-72.2008068,40.7127281,-74.0060152
William,Philadelphia,Philadelphia,1803,,,39.9527237,-75.1635262,39.9527237,-75.1635262
Frederick William,Philadelphia,Philadelphia,1803,,,39.9527237,-75.1635262,39.9527237,-75.1635262
Mary,Trinidad,Philadelphia,1803,Latsmer,,10.4430243,-61.2613054,39.9527237,-75.1635262
Olive Branch,St. Croix,Philadelphia,1803,Branch,,17.729124,-64.7589156,39.9527237,-75.1635262
Saunders,Philadelphia,Madeira,1803,Hartshorne,,39.9527237,-75.1635262,32.7517501,-16.9817487
Rebecca,Boston,Alexandria,1803,,,42.3554334,-71.060511,31.1991806,29.8951716
Columbia,Alexandria,Boston,1803,,,31.1991806,29.8951716,42.3554334,-71.060511
Polly,Newbern,Boston,1803,Bangs,,36.1801885,-75.863769,42.3554334,-71.060511
Gen. Greene,Charleston,Trinidad,1803,Jones,,32.7884363,-79.9399309,10.4430243,-61.2613054
Maria,Charleston,St. Thomas,1803,Corry,,32.7884363,-79.9399309,18.3429081,-64.9188997
Eliza,Charleston,Cape Francoise,1803,King,,32.7884363,-79.9399309,19.7595236,-72.2008068
Atlantic,Trinidad,Boston,1803,Bartlett,70 hhds. best retailing molasses; 20 hhds. best retailing sugars,10.4430243,-61.2613054,42.3554334,-71.060511
Aurora,Trinidad,Boston,1803,Pease,100 hhds. first quality Trindard molasses; 22 hhds. Trindard sugar,10.4430243,-61.2613054,42.3554334,-71.060511
Minerva,Havana,Boston,1803,Anthouy,molasses,23.135305,-82.3589631,42.3554334,-71.060511
Three Friends,Lisbon,Boston,1803,Otis,"300 hhds. salt; 375 boxes fresh lemons, in excellent order",38.7077507,-9.1365919,42.3554334,-71.060511
Nancies,Boston,Liverpool,1803,Howland,,42.3554334,-71.060511,53.4071991,-2.99168
New Century,Boston,Lisbon,1803,Harding,,42.3554334,-71.060511,38.7077507,-9.1365919
Nautilus,Boston,St. Croix,1803,French,,42.3554334,-71.060511,17.729124,-64.7589156
Betsey,Boston,Tobago,1803,Kempton,,42.3554334,-71.060511,11.2404615,-60.672006
Leana,Trinidad,New Bedford,1803,Wood,,10.4430243,-61.2613054,41.6362152,-70.934205
Nancy,Guadaloupe,New Bedford,1803,Allen,,26.9095819,-101.4333638,41.6362152,-70.934205
Betsey,St. Croix,New Haven,1803,Little,,17.729124,-64.7589156,41.3082138,-72.9250518
Anna,New Haven,Martinique,1803,Freeman,,41.3082138,-72.9250518,14.6113732,-60.9620777
Rockland,Cape Francoise,New York,1803,King,,19.7595236,-72.2008068,40.7127281,-74.0060152
Venus,New York,St. Johns,1803,Holly,,40.7127281,-74.0060152,56.6922843,-60.9373185
Volunteer,New York,St. Thomas,1803,Morrin,,40.7127281,-74.0060152,18.3429081,-64.9188997
Tentecao,Philadelphia,Philadelphia,1803,,,39.9527237,-75.1635262,39.9527237,-75.1635262
Jane,New Orleans,Philadelphia,1803,Ridge,,29.9759983,-90.0782127,39.9527237,-75.1635262
Fame,Barbadoes,Philadelphia,1803,,,13.1500331,-59.5250305,39.9527237,-75.1635262
Arniable,New Orleans,Philadelphia,1803,Reta,,29.9759983,-90.0782127,39.9527237,-75.1635262
Sukey,Philadelphia,Martinique,1803,Lewis,,39.9527237,-75.1635262,14.6113732,-60.9620777
Anna,Philadelphia,Portland,1803,Robinson,,39.9527237,-75.1635262,43.6573605,-70.2586618
Active,Philadelphia,Boston,1803,Lewis,,39.9527237,-75.1635262,42.3554334,-71.060511
Elk,Cape Francoise,Baltimore,1803,Jones,,19.7595236,-72.2008068,39.2908816,-76.610759
Ethan Allen,Baltimore,Barbadoes,1803,Arnold,,39.2908816,-76.610759,13.1500331,-59.5250305
Daniel and Fredcrick,Madeira,Charleston,1803,Andrews,,32.7517501,-16.9817487,32.7884363,-79.9399309
[…]lunter,Charleston,Boston,1803,Tisdale,,32.7884363,-79.9399309,42.3554334,-71.060511
Hartlequin,Liverpool,Boston,1803,Snow,fish,53.4071991,-2.99168,42.3554334,-71.060511
Laurel,Trinidad,Boston,1803,Brown,120 hhds. and a few bbls. sugar,10.4430243,-61.2613054,42.3554334,-71.060511
Mary,Windsor,Boston,1803,Perry,plaister,42.2858536,-82.9780695,42.3554334,-71.060511
Deborah,Windsor,Boston,1803,Baker,plaister,42.2858536,-82.9780695,42.3554334,-71.060511
James,Halifax,Boston,1803,,300 bbls Nova-Scotia mackerel,44.648618,-63.5859487,42.3554334,-71.060511
Eleanor,Savannah,Boston,1803,Hodgkins,49 hhds. first quality tobacco; 40 bales Georgia upland cotton,32.0790074,-81.0921335,42.3554334,-71.060511
Shepherdess,Charleston,Boston,1803,Swift,"400 logs red bay wood, suitable for cabinet markets",32.7884363,-79.9399309,42.3554334,-71.060511
Polly,Newbern,Boston,1803,Bunse,7160 bbls. staves; 4045 hhd. Staves; 1835 heading; 100 bbls. tar; 35 bbls. turpentine,36.1801885,-75.863769,42.3554334,-71.060511
New Forge,New York,Boston,1803,Pratt,,40.7127281,-74.0060152,42.3554334,-71.060511
Adamant,New York,Boston,1803,Truant,,40.7127281,-74.0060152,42.3554334,-71.060511
Mary Ann,Boston,Havana,1803,McNight,,42.3554334,-71.060511,23.135305,-82.3589631
Francis Eliza,Boston,Cape Francoise,1803,Sprague,,42.3554334,-71.060511,19.7595236,-72.2008068
William,Boston,West-Indies,1803,Woodbury,,42.3554334,-71.060511,18.4,-75.0
Joanna,Boston,West-Indies,1803,Sliness,,42.3554334,-71.060511,18.4,-75.0
Diana,Boston,Liverpool,1803,Noble,,42.3554334,-71.060511,53.4071991,-2.99168
Eliza,Boston,Demerara,1803,Harding,,42.3554334,-71.060511,5.6294891,-58.3937764
Fanny,Portland,New London,1803,Porter,,43.6573605,-70.2586618,41.3556187,-72.0997804
Columbia,Lisbon,New York,1803,Tresry,,38.7077507,-9.1365919,40.7127281,-74.0060152
Phebe,Martinique,New York,1803,Benson,,14.6113732,-60.9620777,40.7127281,-74.0060152
Unity,New Orleans,New York,1803,Lambert,,29.9759983,-90.0782127,40.7127281,-74.0060152
Dove,St. Johns,New York,1803,Phelam,,56.6922843,-60.9373185,40.7127281,-74.0060152
Henry,Jamaica,Philadelphia,1803,Affleck,,18.1850507,-77.3947693,39.9527237,-75.1635262
Fair American,St. Croix,Philadelphia,1803,Decosta,,17.729124,-64.7589156,39.9527237,-75.1635262
Thomas,Philadelphia,Bourdeaux,1803,Jones,,39.9527237,-75.1635262,44.5867879,5.1342966
Cyrus,Philadelphia,Boston,1803,Daggett,,39.9527237,-75.1635262,42.3554334,-71.060511
Eliza,Philadelphia,Boston,1803,Norton,,39.9527237,-75.1635262,42.3554334,-71.060511
Annenovin,Wilmington,West-Indies,1803,Hudsou,,39.7459468,-75.546589,18.4,-75.0
Olive Branch,Wilmington,Trinidad,1803,Pedrick,,39.7459468,-75.546589,10.4430243,-61.2613054
Fair American,Wilmington,Cape Francoise,1803,Oliver,,39.7459468,-75.546589,19.7595236,-72.2008068
Caty,Wilmington,Cape Francoise,1803,Allen,,39.7459468,-75.546589,19.7595236,-72.2008068
Georgetown,Trinidad,Charleston,1803,Millet,,10.4430243,-61.2613054,32.7884363,-79.9399309
Samuel Treadwell,Madeira,Charleston,1803,Parney,,32.7517501,-16.9817487,32.7884363,-79.9399309
Union Tyler,St. Thomas,Charleston,1803,Tyler,,18.3429081,-64.9188997,32.7884363,-79.9399309
Mary,Greenock,Charleston,1803,Seabury,,55.9473423,-4.7564721,32.7884363,-79.9399309
Brewster,Cape Francoise,Charleston,1803,Brewster,,19.7595236,-72.2008068,32.7884363,-79.9399309
Polly,Cape Francoise,Boston,1803,Appleton,mahogany,19.7595236,-72.2008068,42.3554334,-71.060511
Orange,Windsor,Boston,1803,Hobbs,plaister,42.2858536,-82.9780695,42.3554334,-71.060511
Cyrus,Philadelphia,Boston,1803,Daggett,2500 bushels yellow corn; 400 barrels superfine and fine flour; 100 half bbls superfine and fine flour; a few kegs rusks; buckwheat meal; 1500 rabbit skins; Philadelphia bar iron,39.9527237,-75.1635262,42.3554334,-71.060511
Nancy,Gloucester,Boston,1803,Elwell,,51.8653705,-2.2458192,42.3554334,-71.060511
Betsey,New London,Boston,1803,Porte[…],,41.3556187,-72.0997804,42.3554334,-71.060511
Active,Philadelphia,Boston,1803,Lewis,,39.9527237,-75.1635262,42.3554334,-71.060511
Hancock,New York,Boston,1803,Capen,,40.7127281,-74.0060152,42.3554334,-71.060511
Federal George,Baltimore,Boston,1803,Field,,39.2908816,-76.610759,42.3554334,-71.060511
Orange,New York,Boston,1803,Crosby,60 hhds. Martinico molasses; 1 hhd. and 8 bbls. first quality sugars; 100 bbls. tar; 25 bbls. turpentine; 12 bbls. pitch,40.7127281,-74.0060152,42.3554334,-71.060511
George,Baltimore,Boston,1803,Worth,,39.2908816,-76.610759,42.3554334,-71.060511
Rover,Plymouth,Plymouth,1803,,,50.3714122,-4.1424451,50.3714122,-4.1424451
Sally,Jamaica,Philadelphia,1803,Edwards,,18.1850507,-77.3947693,39.9527237,-75.1635262
Eliza and Sarah,Philadelphia,St. Thomas,1803,Whitehead,,39.9527237,-75.1635262,18.3429081,-64.9188997
Lydia,Philadelphia,New Orleans,1803,Watson,,39.9527237,-75.1635262,29.9759983,-90.0782127
Thetis,Philadelphia,St. Thomas,1803,Geddes,,39.9527237,-75.1635262,18.3429081,-64.9188997
Traveller,Guadaloupe,Wilmington,1803,Conn,,26.9095819,-101.4333638,39.7459468,-75.546589
Samuel,Lisbon,Baltimore,1803,West,,38.7077507,-9.1365919,39.2908816,-76.610759
Anna,Baltimore,Havana,1803,Gill,,39.2908816,-76.610759,23.135305,-82.3589631
Nancy,Havana,New York,1803,Frost,,23.135305,-82.3589631,40.7127281,-74.0060152
Chatham,New York,Liverpool,1803,Chew,,40.7127281,-74.0060152,53.4071991,-2.99168
Linnet,New York,Halifax,1803,Woodward,,40.7127281,-74.0060152,44.648618,-63.5859487
Lively,Norfolk,Boston,1803,Hatch,,36.8493695,-76.2899539,42.3554334,-71.060511
Experiment,Norfolk,Boston,1803,Newton,,36.8493695,-76.2899539,42.3554334,-71.060511
Ulysses,Norfolk,St. Thomas,1803,Ray,,36.8493695,-76.2899539,18.3429081,-64.9188997
Eliza,Norfolk,St. Thomas,1803,Smith,,36.8493695,-76.2899539,18.3429081,-64.9188997
Wenscot,St. Thomas,Charleston,1803,Elliot,,18.3429081,-64.9188997,32.7884363,-79.9399309
Union,St. Thomas,Charleston,1803,Tyler,,18.3429081,-64.9188997,32.7884363,-79.9399309
John and Frances,Charleston,Bourdeaux,1803,Baas,,32.7884363,-79.9399309,44.5867879,5.1342966
